transaction_id,customer_id,transaction_date,transaction_time,merchant,transaction_amount,location,payment_method,account_age_days,fraud_flag,large_amount_flag,transaction_hour,odd_hour_flag,round_amount_flag,transaction_datetime,customer_avg_amount,amount_vs_average,spending_deviation_flag,minutes_since_previous,velocity_flag,new_burst,burst_id,burst_size,burst_flag,burst_total_amount,high_value_burst_flag,risk_score,risk_level,predicted_flag
T009575,C0001,2026-01-15,23:41,Shell,285.86,Miami FL,Credit Card,974,0,0,23,0,0,2026-01-15 23:41:00,254.5698260869565,1.1229139147950524,0,996.0,0,1,20,1,0,285.86,0,0,Low,0
T004774,C0001,2026-01-16,13:21,Target,59.71,Atlanta GA,Debit Card,780,0,0,13,0,0,2026-01-16 13:21:00,254.5698260869565,0.23455254268667383,0,820.0,0,1,21,1,0,59.71,0,0,Low,0
T003411,C0001,2026-01-17,15:07,Walmart,229.91,Jonesboro GA,Credit Card,1504,0,0,15,0,0,2026-01-17 15:07:00,254.5698260869565,0.9031313865197317,0,1546.0,0,1,22,1,0,229.91,0,0,Low,0
T009920,C0001,2026-01-17,18:56,Starbucks,97.34,Savannah GA,Credit Card,1293,0,0,18,0,0,2026-01-17 18:56:00,254.5698260869565,0.3823705326598699,0,229.0,0,1,23,1,0,97.34,0,0,Low,0
T004052,C0001,2026-01-17,21:44,Amazon,129.02,Miami FL,Credit Card,1750,0,0,21,0,0,2026-01-17 21:44:00,254.5698260869565,0.5068157604661642,0,168.0,0,1,24,1,0,129.02,0,0,Low,0
T004425,C0001,2026-01-19,12:45,Home Depot,307.11,Atlanta GA,Debit Card,363,0,0,12,0,0,2026-01-19 12:45:00,254.5698260869565,1.2063880653911305,0,2341.0,0,1,25,1,0,307.11,0,0,Low,0
T000205,C0001,2026-01-20,23:46,Target,111.75,Atlanta GA,Debit Card,1276,0,0,23,0,0,2026-01-20 23:46:00,254.5698260869565,0.4389758272523162,0,2101.0,0,1,26,1,0,111.75,0,0,Low,0
T008947,C0001,2026-01-23,09:41,Home Depot,166.54,Savannah GA,Debit Card,1067,0,0,9,0,0,2026-01-23 09:41:00,254.5698260869565,0.6542016489539216,0,3475.0,0,1,27,1,0,166.54,0,0,Low,0
T009081,C0001,2026-01-24,17:47,Best Buy,468.43,Miami FL,Credit Card,787,0,0,17,0,0,2026-01-24 17:47:00,254.5698260869565,1.8400845347633332,0,1926.0,0,1,28,1,0,468.43,0,0,Low,0
T006448,C0001,2026-01-24,21:25,Amazon,372.43,Miami FL,Credit Card,1869,0,0,21,0,0,2026-01-24 21:25:00,254.5698260869565,1.462977783835169,0,218.0,0,1,29,1,0,372.43,0,0,Low,0
T008867,C0001,2026-01-25,12:20,Walmart,411.13,Charlotte NC,Debit Card,1219,0,0,12,0,0,2026-01-25 12:20:00,254.5698260869565,1.614998942803085,0,895.0,0,1,30,1,0,411.13,0,0,Low,0
T006348,C0001,2026-01-27,13:46,Starbucks,485.4,Charlotte NC,Debit Card,780,0,0,13,0,0,2026-01-27 13:46:00,254.5698260869565,1.9067460093805304,0,2966.0,0,1,31,1,0,485.4,0,0,Low,0
T001100,C0001,2026-01-28,13:30,Amazon,235.94,Charlotte NC,Credit Card,1534,0,0,13,0,0,2026-01-28 13:30:00,254.5698260869565,0.926818404312407,0,1424.0,0,1,32,1,0,235.94,0,0,Low,0
T004035,C0001,2026-01-29,21:20,Target,475.09,Savannah GA,Debit Card,1205,0,0,21,0,0,2026-01-29 21:20:00,254.5698260869565,1.8662463156089744,0,1910.0,0,1,33,1,0,475.09,0,0,Low,0
T000103,C0001,2026-01-30,15:45,Best Buy,149.17,Savannah GA,Debit Card,609,0,0,15,0,0,2026-01-30 15:45:00,254.5698260869565,0.5859688962078569,0,1105.0,0,1,34,1,0,149.17,0,0,Low,0
T002120,C0001,2026-01-31,07:27,Home Depot,248.86,Jonesboro GA,Credit Card,462,0,0,7,0,0,2026-01-31 07:27:00,254.5698260869565,0.9775706878748225,0,942.0,0,1,35,1,0,248.86,0,0,Low,0
T007220,C0001,2026-02-01,13:41,Target,315.57,Marietta GA,Credit Card,1586,0,0,13,0,0,2026-02-01 13:41:00,254.5698260869565,1.239620597816675,0,1814.0,0,1,36,1,0,315.57,0,0,Low,0
T009365,C0001,2026-02-03,22:00,CVS,42.7,Miami FL,Credit Card,853,0,0,22,0,0,2026-02-03 22:00:00,254.5698260869565,0.16773394025658975,0,3379.0,0,1,37,1,0,42.7,0,0,Low,0
T008424,C0001,2026-02-04,14:38,Home Depot,283.77,Jonesboro GA,Debit Card,1788,0,0,14,0,0,2026-02-04 14:38:00,254.5698260869565,1.1147039865717205,0,998.0,0,1,38,1,0,283.77,0,0,Low,0
T003728,C0001,2026-02-06,06:20,Starbucks,250.71,Miami FL,Credit Card,599,0,0,6,0,0,2026-02-06 06:20:00,254.5698260869565,0.984837849220834,0,2382.0,0,1,39,1,0,250.71,0,0,Low,0
T007576,C0001,2026-02-06,20:56,Amazon,427.37,Miami FL,Debit Card,502,0,0,20,0,0,2026-02-06 20:56:00,254.5698260869565,1.6787928348350996,0,876.0,0,1,40,1,0,427.37,0,0,Low,0
T001443,C0001,2026-02-06,22:42,Walmart,178.36,Jonesboro GA,Credit Card,1993,0,0,22,0,0,2026-02-06 22:42:00,254.5698260869565,0.7006329176619519,0,106.0,0,1,41,1,0,178.36,0,0,Low,0
T003973,C0001,2026-02-07,10:03,PetSmart,159.77,Savannah GA,Credit Card,673,0,0,10,0,0,2026-02-07 10:03:00,254.5698260869565,0.6276077666228418,0,681.0,0,1,42,1,0,159.77,0,0,Low,0
T002697,C0001,2026-02-07,15:28,Home Depot,488.2,Marietta GA,Credit Card,1826,0,0,15,0,0,2026-02-07 15:28:00,254.5698260869565,1.9177449562826019,0,325.0,0,1,43,1,0,488.2,0,0,Low,0
T000855,C0001,2026-02-07,19:48,Target,267.81,Savannah GA,Debit Card,582,0,0,19,0,0,2026-02-07 19:48:00,254.5698260869565,1.0520099892299133,0,260.0,0,1,44,1,0,267.81,0,0,Low,0
T006782,C0001,2026-02-08,15:35,Target,340.88,Charlotte NC,Debit Card,1769,0,0,15,0,0,2026-02-08 15:35:00,254.5698260869565,1.3390432214207566,0,1187.0,0,1,45,1,0,340.88,0,0,Low,0
T002421,C0001,2026-02-08,22:37,Walmart,404.46,Atlanta GA,Debit Card,542,0,0,22,0,0,2026-02-08 22:37:00,254.5698260869565,1.588797880004222,0,422.0,0,1,46,1,0,404.46,0,0,Low,0
T005592,C0001,2026-02-10,07:34,Best Buy,158.58,Savannah GA,Debit Card,750,0,0,7,0,0,2026-02-10 07:34:00,254.5698260869565,0.6229332141894613,0,1977.0,0,1,47,1,0,158.58,0,0,Low,0
T005790,C0001,2026-02-10,19:00,Shell,116.45,Savannah GA,Credit Card,1481,0,0,19,0,0,2026-02-10 19:00:00,254.5698260869565,0.45743834526650756,0,686.0,0,1,48,1,0,116.45,0,0,Low,0
T004103,C0001,2026-02-12,23:01,Walmart,148.62,Charlotte NC,Debit Card,234,0,0,23,0,0,2026-02-12 23:01:00,254.5698260869565,0.5838083887806643,0,3121.0,0,1,49,1,0,148.62,0,0,Low,0
T008862,C0001,2026-02-13,06:36,Shell,412.67,Miami FL,Debit Card,1650,0,0,6,0,0,2026-02-13 06:36:00,254.5698260869565,1.6210483635992246,0,455.0,0,1,50,1,0,412.67,0,0,Low,0
T006510,C0001,2026-02-15,19:21,Starbucks,211.98,Miami FL,Credit Card,400,0,0,19,0,0,2026-02-15 19:21:00,254.5698260869565,0.8326988443932527,0,3645.0,0,1,51,1,0,211.98,0,0,Low,0
T005804,C0001,2026-02-17,08:21,PetSmart,488.88,Jonesboro GA,Credit Card,906,0,0,8,0,0,2026-02-17 08:21:00,254.5698260869565,1.9204161291016764,0,2220.0,0,1,52,1,0,488.88,0,0,Low,0
T001151,C0001,2026-02-17,13:12,Walmart,464.77,Savannah GA,Credit Card,217,0,0,13,0,0,2026-02-17 13:12:00,254.5698260869565,1.8257073398841968,0,291.0,0,1,53,1,0,464.77,0,0,Low,0
T002105,C0001,2026-02-17,16:26,CVS,493.89,Jonesboro GA,Credit Card,1565,0,0,16,0,0,2026-02-17 16:26:00,254.5698260869565,1.94009638766574,0,194.0,0,1,54,1,0,493.89,0,0,Low,0
T005245,C0001,2026-02-18,10:10,Home Depot,229.59,Charlotte NC,Debit Card,1863,0,0,10,0,0,2026-02-18 10:10:00,254.5698260869565,0.9018743640166378,0,1064.0,0,1,55,1,0,229.59,0,0,Low,0
T006186,C0001,2026-02-18,15:14,Amazon,269.9,Atlanta GA,Debit Card,1594,0,0,15,0,0,2026-02-18 15:14:00,254.5698260869565,1.060219917453245,0,304.0,0,1,56,1,0,269.9,0,0,Low,0
T004998,C0001,2026-02-18,16:53,Target,475.85,Charlotte NC,Credit Card,1995,0,0,16,0,0,2026-02-18 16:53:00,254.5698260869565,1.8692317440538226,0,99.0,0,1,57,1,0,475.85,0,0,Low,0
T008319,C0001,2026-02-18,23:29,Amazon,5.63,Jonesboro GA,Credit Card,1766,0,0,23,0,0,2026-02-18 23:29:00,254.5698260869565,0.022115739663807966,0,396.0,0,1,58,1,0,5.63,0,0,Low,0
T003084,C0001,2026-02-19,09:10,Best Buy,361.02,Miami FL,Credit Card,1668,0,0,9,0,0,2026-02-19 09:10:00,254.5698260869565,1.4181570752092276,0,581.0,0,1,59,1,0,361.02,0,0,Low,0
T001833,C0001,2026-02-19,13:23,Amazon,492.28,Charlotte NC,Debit Card,1909,0,0,13,0,0,2026-02-19 13:23:00,254.5698260869565,1.933771993197049,0,253.0,0,1,60,1,0,492.28,0,0,Low,0
T002904,C0001,2026-02-19,17:59,Home Depot,353.28,Savannah GA,Debit Card,1461,0,0,17,0,0,2026-02-19 17:59:00,254.5698260869565,1.3877528434156443,0,276.0,0,1,61,1,0,353.28,0,0,Low,0
T004042,C0001,2026-02-21,17:13,Walmart,195.44,Jonesboro GA,Credit Card,1503,0,0,17,0,0,2026-02-21 17:13:00,254.5698260869565,0.7677264937645877,0,2834.0,0,1,62,1,0,195.44,0,0,Low,0
T005824,C0001,2026-02-21,20:33,CVS,420.55,Miami FL,Debit Card,1943,0,0,20,0,0,2026-02-21 20:33:00,254.5698260869565,1.6520025427379113,0,200.0,0,1,63,1,0,420.55,0,0,Low,0
T004512,C0001,2026-02-22,14:31,Shell,375.94,Jonesboro GA,Credit Card,1296,0,0,14,0,0,2026-02-22 14:31:00,254.5698260869565,1.4767657494159798,0,1078.0,0,1,64,1,0,375.94,0,0,Low,0
T007842,C0001,2026-02-24,17:15,Home Depot,495.99,Charlotte NC,Debit Card,1646,0,0,17,0,0,2026-02-24 17:15:00,254.5698260869565,1.9483455978422937,0,3044.0,0,1,65,1,0,495.99,0,0,Low,0
T007962,C0001,2026-02-25,21:08,Starbucks,214.66,Atlanta GA,Credit Card,717,0,0,21,0,0,2026-02-25 21:08:00,254.5698260869565,0.8432264078566639,0,1673.0,0,1,66,1,0,214.66,0,0,Low,0
T007475,C0001,2026-02-26,14:12,Walmart,109.81,Charlotte NC,Credit Card,946,0,0,14,0,0,2026-02-26 14:12:00,254.5698260869565,0.43135512832730954,0,1024.0,0,1,67,1,0,109.81,0,0,Low,0
T007730,C0001,2026-02-26,21:46,PetSmart,303.04,Miami FL,Credit Card,1178,0,0,21,0,0,2026-02-26 21:46:00,254.5698260869565,1.1904003104299052,0,454.0,0,1,68,1,0,303.04,0,0,Low,0
T004028,C0001,2026-02-27,17:14,Best Buy,88.08,Atlanta GA,Credit Card,1955,0,0,17,0,0,2026-02-27 17:14:00,254.5698260869565,0.3459954439765907,0,1168.0,0,1,69,1,0,88.08,0,0,Low,0
T001537,C0001,2026-02-28,18:20,CVS,338.58,Miami FL,Debit Card,928,0,0,18,0,0,2026-02-28 18:20:00,254.5698260869565,1.3300083721797693,0,1506.0,0,1,70,1,0,338.58,0,0,Low,0
T003854,C0001,2026-03-01,21:02,Home Depot,460.47,Savannah GA,Debit Card,1529,0,0,21,0,0,2026-03-01 21:02:00,254.5698260869565,1.808816099998873,0,1602.0,0,1,71,1,0,460.47,0,0,Low,0
T000833,C0001,2026-03-02,10:13,Starbucks,211.03,Atlanta GA,Debit Card,323,0,0,10,0,0,2026-03-02 10:13:00,254.5698260869565,0.8289670588371928,0,791.0,0,1,72,1,0,211.03,0,0,Low,0
T002054,C0001,2026-03-03,08:14,Target,136.43,Marietta GA,Credit Card,989,0,0,8,0,0,2026-03-03 08:14:00,254.5698260869565,0.5359236878034318,0,1321.0,0,1,73,1,0,136.43,0,0,Low,0
T005065,C0001,2026-03-03,11:35,Shell,455.63,Atlanta GA,Credit Card,1931,0,0,11,0,0,2026-03-03 11:35:00,254.5698260869565,1.7898036346395778,0,201.0,0,1,74,1,0,455.63,0,0,Low,0
T004419,C0001,2026-03-03,12:50,Walmart,393.78,Marietta GA,Debit Card,1092,0,0,12,0,0,2026-03-03 12:50:00,254.5698260869565,1.5468447539634635,0,75.0,0,1,75,1,0,393.78,0,0,Low,0
T007599,C0001,2026-03-03,23:06,PetSmart,11.21,Savannah GA,Credit Card,1034,0,0,23,0,0,2026-03-03 23:06:00,254.5698260869565,0.04403506956150752,0,616.0,0,1,76,1,0,11.21,0,0,Low,0
T002069,C0001,2026-03-04,09:17,Amazon,412.97,Marietta GA,Debit Card,1245,0,0,9,0,0,2026-03-04 09:17:00,254.5698260869565,1.622226822195875,0,611.0,0,1,77,1,0,412.97,0,0,Low,0
T000850,C0001,2026-03-06,07:27,Best Buy,495.68,Atlanta GA,Credit Card,1117,0,0,7,0,0,2026-03-06 07:27:00,254.5698260869565,1.9471278572924215,0,2770.0,0,1,78,2,0,899.38,0,0,Low,0
T007098,C0001,2026-03-06,07:30,Amazon,403.7,Miami FL,Credit Card,1999,0,0,7,0,0,2026-03-06 07:30:00,254.5698260869565,1.5858124515593741,0,3.0,1,0,78,2,0,899.38,0,25,Low,0
T004557,C0001,2026-03-07,07:39,Shell,242.21,Jonesboro GA,Credit Card,50,0,0,7,0,0,2026-03-07 07:39:00,254.5698260869565,0.9514481889824028,0,1449.0,0,1,79,1,0,242.21,0,0,Low,0
T002296,C0001,2026-03-07,22:35,Shell,121.33,Jonesboro GA,Credit Card,1784,0,0,22,0,0,2026-03-07 22:35:00,254.5698260869565,0.47660793843868926,0,896.0,0,1,80,1,0,121.33,0,0,Low,0
T005276,C0001,2026-03-08,12:32,Home Depot,100.52,Atlanta GA,Credit Card,1339,0,0,12,0,0,2026-03-08 12:32:00,254.5698260869565,0.3948621937843653,0,837.0,0,1,81,1,0,100.52,0,0,Low,0
T008797,C0001,2026-03-08,22:21,CVS,297.37,Miami FL,Debit Card,970,0,0,22,0,0,2026-03-08 22:21:00,254.5698260869565,1.1681274429532105,0,589.0,0,1,82,1,0,297.37,0,0,Low,0
T005488,C0001,2026-03-09,17:33,Best Buy,285.35,Charlotte NC,Credit Card,471,0,0,17,0,0,2026-03-09 17:33:00,254.5698260869565,1.1209105351807467,0,1152.0,0,1,83,1,0,285.35,0,0,Low,0
T009278,C0001,2026-03-09,20:26,PetSmart,135.07,Jonesboro GA,Credit Card,1736,0,0,20,0,0,2026-03-09 20:26:00,254.5698260869565,0.5305813421652827,0,173.0,0,1,84,1,0,135.07,0,0,Low,0
T000818,C0001,2026-03-10,17:21,Best Buy,65.0,Charlotte NC,Debit Card,1426,0,0,17,0,0,2026-03-10 17:21:00,254.5698260869565,0.25533269594094454,0,1255.0,0,1,85,1,0,65.0,0,0,Low,0
T006200,C0001,2026-03-10,22:28,Amazon,54.21,Marietta GA,Debit Card,760,0,0,22,0,0,2026-03-10 22:28:00,254.5698260869565,0.21294746841474776,0,307.0,0,1,86,1,0,54.21,0,0,Low,0
T005915,C0001,2026-03-11,10:22,PetSmart,338.58,Atlanta GA,Debit Card,211,0,0,10,0,0,2026-03-11 10:22:00,254.5698260869565,1.3300083721797693,0,714.0,0,1,87,1,0,338.58,0,0,Low,0
T002932,C0001,2026-03-12,17:50,Starbucks,338.5,Jonesboro GA,Credit Card,750,0,0,17,0,0,2026-03-12 17:50:00,254.5698260869565,1.329694116553996,0,1888.0,0,1,88,1,0,338.5,0,0,Low,0
T007090,C0001,2026-03-12,18:32,Amazon,87.6,Charlotte NC,Credit Card,994,0,0,18,0,0,2026-03-12 18:32:00,254.5698260869565,0.34410991022194987,0,42.0,0,1,89,1,0,87.6,0,0,Low,0
T003684,C0001,2026-03-12,22:29,Walmart,140.61,Miami FL,Debit Card,464,0,0,22,0,0,2026-03-12 22:29:00,254.5698260869565,0.5523435442500957,0,237.0,0,1,90,1,0,140.61,0,0,Low,0
T001082,C0001,2026-03-15,06:47,Best Buy,45.5,Marietta GA,Debit Card,492,0,0,6,0,0,2026-03-15 06:47:00,254.5698260869565,0.17873288715866117,0,3378.0,0,1,91,1,0,45.5,0,0,Low,0
T007734,C0001,2026-03-15,17:54,Home Depot,246.54,Miami FL,Debit Card,1639,0,0,17,0,0,2026-03-15 17:54:00,254.5698260869565,0.9684572747273918,0,667.0,0,1,92,1,0,246.54,0,0,Low,0
T008222,C0001,2026-03-16,07:36,Best Buy,395.25,Atlanta GA,Credit Card,1331,0,0,7,0,0,2026-03-16 07:36:00,254.5698260869565,1.5526192010870512,0,822.0,0,1,93,1,0,395.25,0,0,Low,0
T006918,C0001,2026-03-18,14:23,Home Depot,263.61,Savannah GA,Debit Card,251,0,0,14,0,0,2026-03-18 14:23:00,254.5698260869565,1.0355115688768062,0,3287.0,0,1,94,1,0,263.61,0,0,Low,0
T003126,C0001,2026-03-19,08:50,PetSmart,42.73,Savannah GA,Debit Card,995,0,0,8,0,0,2026-03-19 08:50:00,254.5698260869565,0.16785178611625476,0,1107.0,0,1,95,1,0,42.73,0,0,Low,0
T008702,C0001,2026-03-19,13:09,Best Buy,469.02,Miami FL,Debit Card,174,0,0,13,0,0,2026-03-19 13:09:00,254.5698260869565,1.8424021700034123,0,259.0,0,1,96,1,0,469.02,0,0,Low,0
T009012,C0001,2026-03-19,15:08,Shell,174.21,Jonesboro GA,Debit Card,1046,0,0,15,0,0,2026-03-19 15:08:00,254.5698260869565,0.6843309070749531,0,119.0,0,1,97,1,0,174.21,0,0,Low,0
T003179,C0001,2026-03-19,17:27,Target,86.15,Miami FL,Credit Card,1031,0,0,17,0,0,2026-03-19 17:27:00,254.5698260869565,0.3384140270048058,0,139.0,0,1,98,1,0,86.15,0,0,Low,0
T008970,C0001,2026-03-20,11:32,Shell,316.12,Miami FL,Debit Card,1044,0,0,11,0,0,2026-03-20 11:32:00,254.5698260869565,1.2417811052438676,0,1085.0,0,1,99,2,0,778.95,0,0,Low,0
T002727,C0001,2026-03-20,11:42,Publix,462.83,Miami FL,Credit Card,1624,0,0,11,0,0,2026-03-20 11:42:00,254.5698260869565,1.8180866409591903,0,10.0,1,0,99,2,0,778.95,0,25,Low,0
T003983,C0001,2026-03-22,12:29,Home Depot,226.48,Atlanta GA,Debit Card,461,0,0,12,0,0,2026-03-22 12:29:00,254.5698260869565,0.8896576765646941,0,2927.0,0,1,100,1,0,226.48,0,0,Low,0
T009993,C0001,2026-03-22,21:52,Best Buy,117.76,Marietta GA,Debit Card,663,0,0,21,0,0,2026-03-22 21:52:00,254.5698260869565,0.46258428113854816,0,563.0,0,1,101,1,0,117.76,0,0,Low,0
T006278,C0001,2026-03-23,07:55,Amazon,87.45,Atlanta GA,Credit Card,854,0,0,7,0,0,2026-03-23 07:55:00,254.5698260869565,0.34352068092362464,0,603.0,0,1,102,1,0,87.45,0,0,Low,0
T003543,C0001,2026-03-23,11:33,CVS,138.54,Marietta GA,Debit Card,1971,0,0,11,0,0,2026-03-23 11:33:00,254.5698260869565,0.544212179933207,0,218.0,0,1,103,1,0,138.54,0,0,Low,0
T001636,C0001,2026-03-24,13:08,CVS,457.72,Miami FL,Debit Card,1053,0,0,13,0,0,2026-03-24 13:08:00,254.5698260869565,1.79801356286291,0,1535.0,0,1,104,3,1,706.25,0,10,Low,0
T003521,C0001,2026-03-24,13:21,Shell,90.88,Miami FL,Credit Card,1461,0,0,13,0,0,2026-03-24 13:21:00,254.5698260869565,0.35699439087866214,0,13.0,1,0,104,3,1,706.25,0,35,Low,0
T007270,C0001,2026-03-24,13:29,Home Depot,157.65,Savannah GA,Credit Card,1593,0,0,13,0,0,2026-03-24 13:29:00,254.5698260869565,0.6192799925398448,0,8.0,1,0,104,3,1,706.25,0,35,Low,0
T009612,C0001,2026-03-25,11:12,Walmart,396.4,Savannah GA,Debit Card,350,0,0,11,0,0,2026-03-25 11:12:00,254.5698260869565,1.5571366257075447,0,1303.0,0,1,105,1,0,396.4,0,0,Low,0
T008681,C0001,2026-03-28,10:25,CVS,364.59,Jonesboro GA,Debit Card,754,0,0,10,0,0,2026-03-28 10:25:00,254.5698260869565,1.4321807325093687,0,4273.0,0,1,106,1,0,364.59,0,0,Low,0
T005861,C0001,2026-03-28,23:36,Publix,173.24,Marietta GA,Credit Card,1067,0,0,23,0,0,2026-03-28 23:36:00,254.5698260869565,0.6805205576124498,0,791.0,0,1,107,1,0,173.24,0,0,Low,0
T001065,C0001,2026-03-29,18:22,Walmart,300.94,Savannah GA,Debit Card,1755,0,0,18,0,0,2026-03-29 18:22:00,254.5698260869565,1.1821511002533516,0,1126.0,0,1,108,1,0,300.94,0,0,Low,0
T003814,C0001,2026-03-30,13:19,CVS,246.0,Jonesboro GA,Credit Card,1801,0,0,13,0,0,2026-03-30 13:19:00,254.5698260869565,0.9663360492534209,0,1137.0,0,1,109,1,0,246.0,0,0,Low,0
T008595,C0001,2026-03-31,10:00,Target,365.28,Jonesboro GA,Debit Card,732,0,0,10,0,0,2026-03-31 10:00:00,254.5698260869565,1.434891187281665,0,1241.0,0,1,110,1,0,365.28,0,0,Low,0
T003206,C0001,2026-03-31,11:08,Target,221.28,Marietta GA,Debit Card,1892,0,0,11,0,0,2026-03-31 11:08:00,254.5698260869565,0.8692310608894186,0,68.0,0,1,111,1,0,221.28,0,0,Low,0
T008037,C0002,2026-01-01,23:56,Shell,441.76,Jonesboro GA,Debit Card,689,0,0,23,0,0,2026-01-01 23:56:00,259.98038834951456,1.6992050931399605,0,,0,1,1,1,0,441.76,0,0,Low,0
T006089,C0002,2026-01-02,21:10,Starbucks,158.34,Miami FL,Debit Card,877,0,0,21,0,0,2026-01-02 21:10:00,259.98038834951456,0.6090459399850175,0,1274.0,0,1,2,1,0,158.34,0,0,Low,0
T002463,C0002,2026-01-03,08:44,Starbucks,445.04,Marietta GA,Credit Card,1099,0,0,8,0,0,2026-01-03 08:44:00,259.98038834951456,1.711821429398334,0,694.0,0,1,3,1,0,445.04,0,0,Low,0
T001917,C0002,2026-01-04,06:41,Shell,76.31,Jonesboro GA,Credit Card,1348,0,0,6,0,0,2026-01-04 06:41:00,259.98038834951456,0.2935221402062441,0,1317.0,0,1,4,1,0,76.31,0,0,Low,0
T001331,C0002,2026-01-05,13:17,Shell,321.0,Marietta GA,Credit Card,204,0,0,13,0,0,2026-01-05 13:17:00,259.98038834951456,1.2347085179688684,0,1836.0,0,1,5,1,0,321.0,0,0,Low,0
